customer_id,order_date,amount,channel
C00647,2026-01-03,7581.0,Web
C00647,2026-02-04,5010.0,Web
C00647,2026-02-15,7553.0,App
C00647,2026-03-05,7224.0,Web
C00647,2026-03-27,9309.0,Web
C00647,2026-03-28,14020.0,App
C00647,2026-04-18,6567.0,Web
C00647,2026-04-26,3737.0,Web
C00647,2026-05-16,7011.0,Web
C00647,2026-05-18,8356.0,App
C00647,2026-06-12,8076.0,App
C00647,2026-07-05,7121.0,Web
C00647,2026-08-05,12666.0,Web
C00647,2026-08-08,7892.0,Web
C00648,2025-04-01,2050.0,Web
C00648,2025-04-06,4106.0,Web
C00648,2025-04-12,4072.0,Web
C00649,2025-06-05,9231.0,Web
C00649,2025-07-11,2517.0,App
C00649,2025-07-29,1682.0,Web
C00650,2025-04-16,6900.0,Web
C00650,2025-05-06,11051.0,Web
C00650,2025-05-13,6558.0,Web
C00650,2025-05-24,10321.0,App
C00650,2025-06-01,6898.0,Store
C00650,2025-06-13,8843.0,App
C00650,2025-07-13,17370.0,Web
C00650,2025-07-17,10500.0,Web
C00650,2025-07-25,8891.0,Web
C00650,2025-08-05,5738.0,Store
C00650,2025-08-18,8037.0,Web
C00650,2025-09-25,5288.0,Store
C00650,2025-10-03,10264.0,App
C00650,2025-11-01,10174.0,App
C00650,2025-12-12,7066.0,App
C00650,2025-12-26,13469.0,Web
C00650,2026-01-01,12823.0,Web
C00650,2026-02-05,7929.0,Web
C00650,2026-03-05,9172.0,Web
C00650,2026-03-11,6124.0,App
C00650,2026-04-26,6841.0,Web
C00650,2026-05-05,5160.0,App
C00650,2026-05-18,6365.0,App
C00650,2026-06-11,7255.0,Web
C00650,2026-07-23,4208.0,Web
C00651,2025-04-26,9857.0,App
C00651,2025-06-04,7779.0,App
C00651,2025-06-10,8066.0,App
C00651,2025-06-20,6462.0,Web
C00651,2025-06-28,6345.0,Web
C00651,2025-07-05,12043.0,Web
C00651,2025-07-21,9770.0,Web
C00651,2025-07-27,5923.0,Web
C00651,2025-07-30,4892.0,App
C00651,2025-08-09,5749.0,App
C00651,2025-08-18,9946.0,Store
C00651,2025-09-13,10657.0,Web
C00651,2025-10-19,8567.0,Web
C00651,2025-10-30,4006.0,Web
C00651,2025-11-09,9184.0,Web
C00652,2025-03-23,4872.0,Web
C00652,2025-05-26,5712.0,Web
C00652,2025-06-27,4313.0,Web
C00652,2025-12-07,2148.0,Web
C00652,2026-05-09,1721.0,App
C00652,2026-07-12,3997.0,Web
C00653,2025-06-05,2165.0,Store
C00653,2025-07-23,5389.0,App
C00653,2025-08-08,3961.0,Store
C00654,2026-06-11,3941.0,App
C00654,2026-06-18,3319.0,Store
C00655,2025-07-03,3533.0,Web
C00655,2025-09-25,2190.0,App
C00655,2026-02-24,6193.0,Web
C00655,2026-03-03,2913.0,App
C00655,2026-04-07,4480.0,Web
C00655,2026-05-01,2401.0,App
C00655,2026-05-19,3295.0,Web
C00656,2026-07-25,4548.0,App
C00657,2025-05-24,4849.0,App
C00657,2025-06-29,3366.0,Web
C00657,2025-09-06,3568.0,App
C00657,2025-10-08,1181.0,Web
C00657,2025-11-29,2043.0,Web
C00658,2026-06-16,2832.0,App
C00659,2025-04-12,1863.0,App
C00659,2025-06-10,2324.0,Web
C00659,2025-08-31,1525.0,Web
C00660,2025-03-15,10340.0,Web
C00660,2025-03-20,7951.0,Web
C00660,2025-04-04,9529.0,App
C00660,2025-04-28,4922.0,Web
C00660,2025-05-18,12964.0,Web
C00660,2025-06-13,7620.0,Store
C00660,2025-07-30,2696.0,Store
C00660,2025-09-05,12610.0,App
C00660,2025-09-19,7067.0,App
C00660,2025-09-24,6142.0,Store
C00660,2025-11-02,5707.0,App
C00660,2025-11-17,8227.0,App
C00660,2025-12-07,5169.0,Web
C00661,2026-06-22,1444.0,Web
C00661,2026-08-03,2258.0,App
C00662,2025-03-16,1677.0,App
C00662,2025-08-19,3752.0,App
C00662,2025-10-20,4583.0,Web
C00662,2025-11-23,5075.0,App
C00662,2025-12-18,4690.0,Web
C00662,2026-02-28,2093.0,App
C00662,2026-04-14,3581.0,App
C00662,2026-05-03,3955.0,Web
C00662,2026-05-17,2554.0,App
C00663,2025-04-10,3646.0,App
C00663,2025-04-27,5082.0,App
C00663,2025-06-30,2891.0,Web
C00663,2025-09-12,5641.0,Web
C00663,2025-09-26,3104.0,Web
C00663,2025-10-14,3547.0,App
C00663,2025-11-08,2673.0,App
C00663,2026-01-02,4335.0,App
C00663,2026-03-08,7066.0,Web
C00663,2026-04-19,5054.0,App
C00663,2026-06-18,3868.0,App
C00663,2026-06-25,4822.0,Web
C00663,2026-07-19,4811.0,Web
C00663,2026-08-07,4739.0,Web
C00664,2025-06-08,3763.0,App
C00664,2025-07-02,5583.0,Web
C00664,2025-07-23,3706.0,Web
C00664,2025-08-25,6813.0,Web
C00664,2025-11-03,3111.0,Store
C00664,2025-11-22,3107.0,App
C00664,2026-01-02,9893.0,App
C00664,2026-02-17,2503.0,Web
C00664,2026-06-03,4567.0,App
C00664,2026-06-16,9680.0,Web
C00664,2026-07-07,4563.0,App
C00665,2026-07-24,5437.0,Web
C00666,2025-05-28,3333.0,Web
C00666,2025-09-03,2749.0,App
C00666,2025-11-12,1297.0,App
C00666,2026-01-03,4700.0,App
C00667,2025-07-31,1554.0,Web
C00667,2025-10-15,1627.0,Web
C00667,2025-11-24,4114.0,App
C00668,2025-05-24,3994.0,App
C00668,2025-08-21,1587.0,Web
C00668,2025-08-28,2749.0,Web
C00668,2025-11-28,4675.0,App
C00668,2026-01-14,3018.0,App
C00668,2026-04-13,2756.0,App
C00668,2026-06-12,7459.0,Web
C00669,2026-07-23,3261.0,Web
C00669,2026-08-08,1507.0,App
C00670,2025-05-22,4558.0,App
C00670,2025-06-04,5937.0,App
C00670,2025-06-16,8766.0,Web
C00670,2025-08-01,10543.0,App
C00670,2025-08-19,5144.0,Web
C00670,2025-09-10,4804.0,App
C00670,2025-09-23,13964.0,Web
C00670,2025-10-11,7030.0,App
C00670,2025-10-25,7284.0,Store
C00670,2025-11-14,5446.0,App
C00671,2025-03-04,4262.0,Web
C00671,2025-03-21,8776.0,Web
C00671,2025-03-31,6476.0,Web
C00671,2025-06-01,4693.0,Web
C00671,2025-06-25,5128.0,Web
C00671,2025-07-24,4370.0,App
C00671,2025-08-31,4713.0,App
C00671,2025-09-18,4536.0,Web
C00671,2025-10-30,5377.0,Web
C00671,2025-11-29,9257.0,Store
C00671,2025-12-31,2850.0,Web
C00671,2026-03-12,7289.0,Store
C00671,2026-04-18,3983.0,App
C00671,2026-05-16,7670.0,Web
C00671,2026-05-30,4039.0,Web
C00671,2026-07-09,5444.0,Web
C00672,2025-07-11,3852.0,App
C00672,2025-08-22,1950.0,App
C00672,2025-09-03,2550.0,Web
C00673,2025-08-25,3753.0,App
C00673,2025-11-20,2586.0,App
C00673,2025-12-30,5125.0,Web
C00673,2026-03-14,2421.0,Web
C00673,2026-04-06,5404.0,Web
C00674,2025-06-23,5465.0,App
C00674,2025-07-15,3087.0,Store
C00674,2025-08-23,7298.0,Web
C00674,2026-01-07,2447.0,Web
C00674,2026-02-11,3488.0,App
C00674,2026-02-13,2603.0,App
C00674,2026-04-04,8045.0,App
C00674,2026-07-23,3429.0,Web
C00675,2025-04-13,1296.0,Store
C00675,2025-05-10,3378.0,Web
C00675,2025-06-22,5213.0,App
C00676,2025-03-16,10734.0,App
C00676,2025-04-17,5238.0,Web
C00676,2025-06-04,8921.0,Web
C00676,2025-06-24,12992.0,App
C00676,2025-07-10,7146.0,App
C00676,2025-07-24,6517.0,Web
C00676,2025-08-05,6798.0,App
C00676,2025-08-28,12473.0,Web
C00676,2025-10-08,8122.0,Web
C00676,2025-10-11,14941.0,Web
C00676,2025-10-19,7779.0,Web
C00676,2025-10-30,5612.0,Store
C00676,2025-11-03,5751.0,App
C00676,2025-12-02,7208.0,Web
C00676,2025-12-28,3453.0,Web
C00676,2026-01-31,5974.0,Web
C00676,2026-02-02,6021.0,App
C00677,2025-05-16,5107.0,Web
C00677,2025-11-05,3672.0,Web
C00677,2025-11-26,2370.0,App
C00677,2026-01-11,2780.0,App
C00677,2026-03-21,5089.0,Web
C00677,2026-05-07,1133.0,Web
C00677,2026-06-11,2686.0,Store
C00677,2026-07-17,4401.0,Web
C00678,2025-07-27,2014.0,App
C00678,2025-08-27,4184.0,App
C00678,2025-09-06,3640.0,App
C00679,2025-07-16,3733.0,Web
C00679,2025-07-23,6002.0,Web
C00679,2025-09-13,2517.0,Web
C00679,2025-09-26,6860.0,Web
C00679,2025-10-20,2429.0,Web
C00679,2025-11-24,4183.0,App
C00679,2026-01-28,2435.0,Web
C00679,2026-02-06,3025.0,App
C00679,2026-02-24,7756.0,Web
C00679,2026-06-13,7009.0,Web
C00679,2026-07-11,7315.0,App
C00680,2025-05-01,7725.0,Store
C00680,2025-06-10,6647.0,Web
C00680,2025-07-20,4301.0,App
C00680,2025-08-06,9850.0,App
C00680,2025-09-05,8229.0,Web
C00680,2025-09-12,5706.0,Web
C00680,2025-10-27,10659.0,Web
C00680,2025-11-30,7683.0,App
C00681,2025-05-04,6500.0,Web
C00681,2025-07-19,1954.0,Web
C00681,2025-09-08,8383.0,Web
C00681,2025-09-27,4807.0,Web
C00681,2025-11-21,2608.0,Web
C00681,2026-01-31,3158.0,Web
C00681,2026-03-05,2401.0,Web
C00681,2026-05-01,5379.0,Web
C00681,2026-06-27,2715.0,Web
C00681,2026-07-22,5642.0,Web
C00682,2026-06-11,4521.0,Web
C00682,2026-07-07,3538.0,Web
C00683,2025-03-11,6628.0,App
C00683,2025-03-23,9664.0,Web
C00683,2025-04-10,7419.0,Web
C00683,2025-04-30,5136.0,Web
C00683,2025-05-08,2827.0,Web
C00683,2025-05-20,18099.0,Web
C00683,2025-06-02,7720.0,Store
C00683,2025-06-09,2686.0,App
C00683,2025-06-23,8365.0,App
C00683,2025-07-27,9579.0,Web
C00683,2025-09-18,5859.0,App
C00683,2025-10-11,5872.0,Web
C00683,2025-10-14,7473.0,Web
C00683,2025-10-24,11463.0,Web
C00683,2025-10-28,7793.0,Web
C00683,2025-11-14,12558.0,App
C00683,2025-12-05,11180.0,App
C00683,2025-12-08,6946.0,Web
C00683,2026-01-16,4343.0,App
C00683,2026-01-21,6951.0,Web
C00683,2026-02-10,9047.0,Web
C00683,2026-03-20,7684.0,App
C00683,2026-04-06,9396.0,App
C00683,2026-04-14,10180.0,App
C00683,2026-04-22,9061.0,Web
C00683,2026-05-10,6833.0,Web
C00683,2026-06-05,9026.0,Web
C00683,2026-06-25,16455.0,Web
C00683,2026-07-03,4467.0,Web
C00683,2026-07-16,8924.0,Web
C00683,2026-07-23,14288.0,Web
C00683,2026-07-30,4988.0,Web
C00684,2025-06-23,4341.0,Web
C00684,2025-07-23,3238.0,Web
C00684,2025-08-21,4708.0,App
C00685,2025-06-26,4716.0,App
C00685,2025-08-16,2726.0,Web
C00685,2025-09-16,1480.0,Web
C00686,2026-07-19,4925.0,App
C00686,2026-08-04,3270.0,Web
C00687,2025-04-22,6508.0,App
C00687,2025-05-08,6655.0,App
C00687,2025-06-11,6232.0,Store
C00687,2025-07-02,13587.0,Web
C00687,2025-07-28,6098.0,Web
C00687,2025-08-18,7948.0,Web
C00687,2025-09-07,2911.0,Web
C00687,2025-09-23,9411.0,Web
C00687,2025-10-21,10678.0,Web
C00687,2025-10-30,4881.0,Web
C00687,2025-11-03,5897.0,Web
C00687,2025-11-21,8262.0,App
C00687,2026-01-05,7103.0,Web
C00688,2025-06-09,4415.0,Web
C00688,2025-08-04,2280.0,Store
C00688,2025-12-13,4021.0,Web
C00688,2026-01-25,2910.0,App
C00688,2026-04-26,5836.0,Web
C00688,2026-06-06,2983.0,Web
C00689,2025-04-27,3273.0,App
C00689,2025-07-18,3556.0,Web
C00689,2025-11-19,4399.0,Store
C00689,2025-12-26,3525.0,App
C00689,2026-03-14,1401.0,App
C00690,2025-04-29,2024.0,App
C00690,2025-06-10,4773.0,App
C00690,2025-07-17,1639.0,Web
C00691,2026-07-24,2846.0,Web
C00691,2026-08-20,2377.0,Web
C00692,2025-06-06,3275.0,Web
C00692,2025-08-12,3078.0,Web
C00692,2026-01-06,2882.0,Web
C00692,2026-03-30,2024.0,App
C00692,2026-08-03,4004.0,App
C00692,2026-08-12,2781.0,Web
C00693,2026-06-14,6452.0,Web
C00693,2026-07-01,2133.0,Store
C00694,2026-06-23,2973.0,Store
C00694,2026-07-09,5435.0,Web
C00695,2025-03-26,2417.0,App
C00695,2025-04-26,2648.0,App
C00695,2025-05-22,3618.0,Web
C00695,2025-06-24,5538.0,App
C00695,2025-08-25,1165.0,Web
C00695,2025-10-29,4186.0,Store
C00695,2026-02-04,3009.0,Web
C00695,2026-04-03,4007.0,Web
C00695,2026-04-20,5392.0,App
C00695,2026-06-05,2252.0,Web
C00696,2025-03-31,2913.0,Store
C00696,2025-06-11,2773.0,App
C00696,2025-07-08,3571.0,Store
C00697,2025-08-08,1941.0,Web
C00697,2026-02-25,4535.0,App
C00697,2026-05-27,3564.0,Web
C00698,2025-04-21,1805.0,Web
C00698,2025-05-13,3121.0,Web
C00698,2025-05-31,3394.0,App
C00699,2025-05-08,2271.0,Web
C00699,2025-06-05,2148.0,Web
C00699,2025-07-12,2705.0,App
C00700,2026-06-10,6310.0,App
C00700,2026-08-02,3481.0,Store
C00701,2026-07-26,3605.0,Web
C00702,2026-06-12,2264.0,App
C00702,2026-06-21,3951.0,Web
C00703,2025-08-04,3996.0,App
C00703,2025-09-22,4149.0,Web
C00703,2025-09-25,5809.0,App
C00703,2025-10-10,3177.0,Web
C00703,2025-11-07,3732.0,App
C00703,2025-12-12,2806.0,App
C00703,2025-12-28,3627.0,App
C00703,2026-01-09,3682.0,Web
C00703,2026-02-04,4072.0,Web
C00703,2026-02-25,2871.0,Store
C00703,2026-03-20,6836.0,Store
C00703,2026-05-09,5575.0,Web
C00704,2025-04-14,1366.0,Web
C00704,2025-08-14,5763.0,Store
C00704,2025-09-05,1562.0,Web
C00704,2025-11-09,2953.0,Web
C00704,2026-01-26,4178.0,Web
C00705,2026-06-27,2593.0,Web
C00705,2026-07-02,3813.0,Store
C00706,2025-07-06,1984.0,Web
C00706,2025-08-13,2164.0,Web
C00706,2025-10-01,3635.0,Web
C00707,2025-03-06,3054.0,App
C00707,2025-10-30,10154.0,Web
C00707,2026-01-28,1680.0,App
C00707,2026-03-19,3616.0,App
C00708,2025-08-21,2388.0,Web
C00708,2025-10-22,2014.0,App
C00708,2025-11-09,4658.0,App
C00709,2025-04-15,9757.0,Web
C00709,2025-05-02,18281.0,Web
C00709,2025-06-02,8071.0,Web
C00709,2025-07-26,7356.0,Web
C00709,2025-08-05,5562.0,Web
C00709,2025-09-10,6021.0,Web
C00709,2025-10-06,3446.0,Web
C00709,2025-10-13,9303.0,App
C00709,2025-10-29,4528.0,Web
C00710,2025-06-07,2345.0,Web
C00710,2025-07-19,3697.0,Web
C00710,2025-08-09,4291.0,App
C00711,2025-06-05,2296.0,App
C00711,2025-08-26,5106.0,Web
C00711,2025-10-06,1492.0,Web
C00711,2025-12-04,3536.0,Web
C00711,2026-01-04,3101.0,Web
C00711,2026-02-25,5662.0,Web
C00712,2025-07-24,3108.0,Web
C00713,2025-08-05,6965.0,Web
C00713,2025-11-03,5091.0,Store
C00713,2026-01-09,3079.0,Web
C00713,2026-04-27,1494.0,Web
C00714,2025-03-02,3735.0,Web
C00714,2025-04-17,2909.0,Web
C00714,2025-07-03,3983.0,App
C00714,2025-10-05,2466.0,Store
C00714,2025-10-14,1955.0,Web
C00714,2026-02-10,2724.0,App
C00715,2025-07-30,1518.0,Web
C00715,2025-09-05,4433.0,App
C00715,2025-12-20,4316.0,App
C00715,2026-01-27,1123.0,Web
C00716,2025-06-24,5307.0,Web
C00716,2025-09-03,6113.0,Store
C00716,2025-10-16,3721.0,Web
C00716,2025-11-05,4904.0,App
C00716,2025-12-23,4120.0,Web
C00716,2026-04-05,6175.0,Web
C00716,2026-04-14,5681.0,Web
C00716,2026-06-06,3975.0,Web
C00716,2026-07-18,5589.0,Web
C00717,2025-07-10,2216.0,App
C00717,2025-08-15,1650.0,Web
C00717,2025-09-03,4767.0,Web
C00718,2025-05-26,4074.0,Web
C00718,2025-06-15,4370.0,App
C00718,2025-07-30,4040.0,Web
C00718,2025-08-17,5337.0,Web
C00718,2025-10-02,3129.0,App
C00718,2025-12-10,3366.0,Web
C00718,2026-01-02,1940.0,Web
C00718,2026-01-27,3935.0,Store
C00718,2026-03-13,7066.0,App
C00718,2026-05-09,4343.0,App
C00719,2025-05-24,3688.0,App
C00719,2025-06-30,2786.0,Web
C00719,2025-07-14,2250.0,App
C00720,2025-04-04,4714.0,Web
C00720,2025-04-25,1636.0,Web
C00720,2025-09-02,3211.0,Web
C00720,2026-01-03,4360.0,Web
C00721,2025-06-29,1875.0,App
C00721,2025-08-10,2638.0,App
C00721,2025-08-18,2206.0,Web
C00722,2025-04-21,5653.0,Web
C00722,2025-05-02,8046.0,Web
C00722,2025-07-03,9939.0,Web
C00722,2025-08-07,8567.0,Web
C00722,2025-08-31,7039.0,App
C00722,2025-09-10,3398.0,Store
C00722,2025-09-30,8444.0,Web
C00722,2025-10-21,5127.0,Web
C00723,2025-06-02,5293.0,App
C00723,2025-06-25,10161.0,Web
C00723,2025-07-01,8232.0,App
C00723,2025-07-14,5028.0,App
C00723,2025-07-26,8311.0,Web
C00723,2025-09-23,14728.0,Web
C00723,2025-10-02,11436.0,App
C00723,2025-11-01,5278.0,Web
C00723,2025-11-02,7561.0,Web
C00723,2025-11-18,8938.0,App
C00723,2025-12-26,4107.0,Web
C00723,2025-12-29,4157.0,App
C00723,2026-01-27,7943.0,Web
C00723,2026-02-10,7980.0,Web
C00723,2026-02-12,3954.0,Web
C00723,2026-03-16,8619.0,Store
C00723,2026-04-09,11008.0,Web
C00723,2026-04-17,6971.0,Web
C00723,2026-05-12,7684.0,Web
C00723,2026-05-15,9191.0,App
C00723,2026-05-25,8775.0,App
C00723,2026-06-10,4196.0,Web
C00723,2026-06-25,5482.0,Web
C00723,2026-07-16,6551.0,Web
C00724,2025-07-20,5804.0,App
C00724,2025-08-09,1992.0,App
C00724,2025-08-31,3854.0,App
C00724,2025-10-26,1986.0,Store
C00724,2025-12-01,2488.0,Web
C00724,2025-12-17,2673.0,Web
C00724,2026-01-03,12099.0,App
C00724,2026-03-10,3142.0,Web
C00724,2026-05-27,2185.0,Web
C00725,2025-07-06,6353.0,App
C00725,2025-07-24,9044.0,Web
C00725,2025-09-14,5902.0,Web
C00725,2025-10-14,6817.0,Web
C00725,2025-11-10,4717.0,App
C00725,2026-02-04,6190.0,Web
C00725,2026-02-10,4553.0,Store
C00725,2026-03-26,4578.0,Web
C00725,2026-04-14,4842.0,Store
C00725,2026-05-18,3938.0,Web
C00725,2026-06-03,5647.0,Web
C00725,2026-07-03,5642.0,Web
C00726,2025-03-29,5313.0,Store
C00726,2025-04-26,13826.0,App
C00726,2025-04-30,9567.0,Web
C00726,2025-06-16,8413.0,Web
C00726,2025-07-16,12502.0,App
C00726,2025-07-30,9853.0,Web
C00726,2025-08-12,7400.0,Web
C00726,2025-08-17,5346.0,Web
C00726,2025-09-19,6331.0,App
C00726,2025-10-02,11472.0,Web
C00726,2025-11-21,9554.0,Web
C00726,2025-11-25,7049.0,Store
C00726,2025-12-02,13964.0,App
C00726,2025-12-09,7122.0,Web
C00726,2025-12-10,10632.0,Web
C00726,2026-01-04,8127.0,App
C00726,2026-01-10,14801.0,Web
C00726,2026-01-17,9794.0,App
C00726,2026-01-23,7647.0,App
C00726,2026-02-03,7068.0,Web
C00726,2026-03-18,7484.0,Web
C00726,2026-04-09,5837.0,Web
C00726,2026-04-27,4664.0,Web
C00726,2026-05-12,8383.0,App
C00726,2026-05-22,6243.0,Web
C00726,2026-06-01,6237.0,Store
C00726,2026-06-18,7294.0,App
C00726,2026-07-28,7664.0,Web
C00726,2026-08-06,7544.0,Web
C00727,2026-07-01,3351.0,Web
C00727,2026-07-29,3192.0,App
C00728,2025-08-11,5082.0,App
C00728,2025-10-12,5232.0,Web
C00728,2025-11-19,7928.0,Web
C00728,2026-01-01,7312.0,App
C00728,2026-01-10,5153.0,Web
C00728,2026-01-27,10887.0,App
C00728,2026-02-22,3590.0,Web
C00728,2026-03-06,2873.0,App
C00728,2026-04-14,4596.0,App
C00728,2026-05-21,3975.0,App
C00728,2026-06-26,1722.0,App
C00729,2025-06-01,3674.0,Web
C00729,2025-06-18,2749.0,Web
C00729,2025-07-02,2432.0,App
C00730,2025-07-30,4836.0,App
C00730,2025-08-27,1839.0,Web
C00731,2026-07-24,7437.0,Web
C00732,2025-05-12,2286.0,App
C00732,2025-07-19,1932.0,Web
C00732,2025-07-23,7347.0,Web
C00732,2025-09-02,7466.0,Web
C00732,2025-09-12,5114.0,Web
C00732,2025-10-07,5400.0,Web
C00732,2026-02-16,6597.0,App
C00732,2026-04-19,6548.0,App
C00732,2026-04-29,4087.0,App
C00732,2026-05-12,6765.0,App
C00732,2026-07-23,4018.0,Web
C00733,2025-07-01,3231.0,Store
C00733,2025-07-22,3947.0,Web
C00733,2025-09-06,3825.0,App
C00733,2025-10-19,3619.0,App
C00733,2025-11-28,5155.0,Web
C00733,2025-12-14,11245.0,App
C00733,2026-05-07,7863.0,App
C00733,2026-05-30,10036.0,Web
C00733,2026-07-16,3678.0,Store
C00733,2026-07-28,9019.0,Web
C00734,2025-07-04,4553.0,App
C00734,2025-07-26,11457.0,Web
C00734,2025-08-05,6269.0,Web
C00734,2025-08-29,5020.0,App
C00734,2025-11-03,8536.0,Web
C00734,2025-12-14,7333.0,Web
C00734,2025-12-28,6223.0,Web
C00734,2026-01-19,5997.0,Web
C00734,2026-02-10,7041.0,App
C00735,2025-05-18,5714.0,Store
C00735,2025-08-15,4685.0,Web
C00735,2025-09-22,4794.0,Web
C00735,2025-11-23,4634.0,App
C00735,2026-06-25,7263.0,Web
C00736,2025-03-11,2868.0,App
C00736,2025-05-09,2862.0,Web
C00736,2025-06-08,2685.0,Store
C00737,2026-06-25,4640.0,App
C00737,2026-07-07,3286.0,Web
C00738,2026-07-15,4624.0,Web
C00738,2026-07-23,5088.0,Web
C00739,2025-03-19,11058.0,App
C00739,2025-04-10,7454.0,Web
C00739,2025-04-18,5528.0,App
C00739,2025-04-28,4877.0,App
C00739,2025-06-12,5652.0,Web
C00739,2025-06-22,4084.0,App
C00739,2025-08-21,8388.0,App
C00739,2025-09-02,5326.0,App
C00739,2025-09-17,8114.0,Web
C00739,2025-09-21,8515.0,Store
C00739,2025-10-21,9892.0,Web
C00739,2025-11-01,7704.0,Web
C00740,2025-04-12,8038.0,Web
C00740,2025-06-02,4595.0,App
C00740,2025-06-12,3359.0,App
C00740,2025-07-17,7151.0,App
C00740,2025-07-24,6813.0,App
C00740,2025-08-13,6423.0,App
C00740,2025-10-01,6175.0,Web
C00740,2025-10-06,5429.0,Store
C00741,2025-05-12,6200.0,Web
C00741,2025-06-24,5822.0,Web
C00741,2025-07-19,6198.0,Web
C00741,2025-08-07,7076.0,App
C00741,2025-10-02,7388.0,Web
C00741,2025-10-19,5306.0,Web
C00741,2025-11-05,4483.0,Store
C00741,2025-11-17,7657.0,Web
C00741,2025-12-09,2187.0,App
C00741,2026-01-03,7264.0,App
C00741,2026-02-01,5406.0,Web
C00741,2026-02-11,9887.0,Web
C00741,2026-02-15,10858.0,Web
C00741,2026-02-18,10948.0,Web
C00741,2026-03-10,6665.0,Web
C00741,2026-03-29,5058.0,App
C00741,2026-04-09,5658.0,Web
C00741,2026-05-04,8322.0,Web
C00741,2026-05-23,4230.0,App
C00741,2026-05-25,12255.0,Web
C00741,2026-06-05,6702.0,App
C00741,2026-06-19,8964.0,Web
C00741,2026-06-25,4034.0,App
C00741,2026-06-27,5442.0,App
C00741,2026-07-08,3862.0,Web
C00741,2026-07-19,10758.0,App
C00741,2026-08-02,7114.0,Web
C00741,2026-08-18,9190.0,Web
C00741,2026-08-23,7694.0,Web
C00742,2025-05-13,7060.0,App
C00742,2025-05-31,4582.0,Web
C00742,2025-06-27,4131.0,App
C00742,2025-07-26,7962.0,Web
C00742,2025-10-14,2741.0,Web
C00742,2025-10-19,8192.0,App
C00742,2025-11-03,3574.0,Web
C00742,2026-01-05,4925.0,App
C00742,2026-01-22,4944.0,App
C00742,2026-02-28,3891.0,App
C00742,2026-04-27,3403.0,Web
C00742,2026-06-18,3981.0,Web
C00742,2026-07-08,3076.0,Web
C00742,2026-07-29,10117.0,App
C00743,2025-04-02,5006.0,Web
C00743,2025-06-22,3502.0,Web
C00743,2026-05-02,3571.0,Web
C00744,2025-03-10,8229.0,Web
C00744,2025-04-06,6327.0,Web
C00744,2025-04-09,6052.0,Web
C00744,2025-04-15,6417.0,Store
C00744,2025-04-22,6900.0,Web
C00744,2025-05-02,9231.0,Store
C00744,2025-05-22,5224.0,Web
C00744,2025-08-10,12537.0,App
C00744,2025-09-19,9234.0,Web
C00744,2025-10-24,2886.0,Web
C00744,2025-11-08,7753.0,Web
C00744,2025-12-03,10831.0,Web
C00744,2025-12-10,8621.0,Store
C00744,2025-12-21,6513.0,App
C00744,2026-01-04,7366.0,Web
C00744,2026-01-21,8009.0,App
C00744,2026-02-11,9851.0,Web
C00744,2026-02-22,4586.0,Store
C00744,2026-03-04,6089.0,Web
C00744,2026-03-07,13352.0,Web
C00744,2026-03-26,7612.0,Web
C00744,2026-04-26,12845.0,Web
C00744,2026-04-30,21395.0,Store
C00744,2026-05-02,6334.0,Web
C00744,2026-05-27,4949.0,Web
C00744,2026-06-06,6857.0,App
C00744,2026-07-07,11055.0,Web
C00744,2026-07-08,11609.0,Web
C00744,2026-07-28,16666.0,App
C00744,2026-07-30,7428.0,Web
C00744,2026-08-06,8926.0,App
C00744,2026-08-19,5865.0,App
C00745,2025-04-10,5474.0,Store
C00745,2025-05-04,2087.0,Web
C00745,2025-07-15,2234.0,App
C00746,2025-05-21,2860.0,Web
C00746,2025-07-24,4420.0,App
C00747,2026-06-24,3043.0,Web
C00747,2026-08-09,7339.0,Web
C00748,2025-04-07,7767.0,Web
C00748,2025-04-16,6079.0,App
C00748,2025-05-19,4199.0,Web
C00748,2025-06-08,7990.0,Web
C00748,2025-06-11,4881.0,Web
C00748,2025-07-22,8357.0,Web
C00748,2025-07-30,4092.0,Web
C00748,2025-08-08,7489.0,Web
C00748,2025-08-23,4071.0,Web
C00748,2025-09-18,8931.0,App
C00748,2025-10-11,6147.0,Web
C00749,2025-07-02,6333.0,Web
C00749,2025-11-07,3424.0,App
C00749,2026-03-03,5401.0,Store
C00749,2026-04-16,1313.0,Web
C00749,2026-05-17,2592.0,App
C00750,2025-08-19,2128.0,Web
C00750,2026-01-28,3818.0,App
C00750,2026-04-17,1992.0,Web
C00750,2026-06-21,2477.0,Web
C00750,2026-06-29,3282.0,App
C00751,2026-06-11,3441.0,App
C00751,2026-07-04,5321.0,Web
C00752,2026-07-29,2690.0,Web
C00752,2026-08-26,3393.0,Web
C00753,2026-07-29,2824.0,Web
C00753,2026-08-17,2472.0,App
C00754,2025-05-23,3436.0,Web
C00754,2025-06-18,1660.0,Web
C00754,2025-08-09,1666.0,Web
C00755,2025-03-02,2175.0,Web
C00755,2025-03-18,3429.0,App
C00755,2025-04-21,2743.0,App
C00756,2026-07-14,4900.0,Web
C00757,2026-07-14,4186.0,Store
C00758,2025-06-13,4886.0,Web
C00758,2025-11-05,4675.0,Web
C00758,2025-12-10,2160.0,Web
C00758,2026-03-13,8167.0,Web
C00758,2026-05-25,7672.0,App
C00759,2025-04-09,4006.0,App
C00759,2025-05-12,8538.0,App
C00759,2025-06-09,10081.0,Web
